Date,sma90 avg_transaction_value,wma30 avg_transaction_value,closing_price,dema7 opening_price,ema90 avg_transaction_value,tema30 highest_price,opening_price,tema7 closing_price,ema30 avg_transaction_value,dema90 avg_transaction_value,tema90 avg_transaction_value,sma90 closing_price,wma7 miner_revenue,bband_lower7 lowest_price,bband_upper30 closing_price,sma90 highest_price,ema90 opening_price,dema90 highest_price,bband_upper30 highest_price,tema30 closing_price,dema7 number_of_coins_in_circulation,dema90 closing_price,highest_price,dema7 lowest_price,tema7 lowest_price,dema7 closing_price,tema7 highest_price,bband_upper90 opening_price,bband_upper90 lowest_price,bband_upper90 closing_price,bband_upper30 lowest_price,tema90 opening_price,ema90 highest_price,ema30 number_of_coins_in_circulation,ema7 opening_price,wma30 number_of_coins_in_circulation,tema90 highest_price,wma90 avg_transaction_value,dema30 highest_price,tema30 opening_price,tema90 lowest_price,sma7 opening_price,bband_lower7 opening_price,tema30 lowest_price,lowest_price,wma7 closing_price,tema7 opening_price,sma7 closing_price,ema7 lowest_price,ema7 closing_price,bband_upper7 miner_revenue,ema7 miner_revenue,bband_lower30 highest_price,bband_lower30 lowest_price,bband_lower30 avg_hashrate,next_day_closing_price
2013-04-11,0.0008818476332380538,0.002506830285730061,0.0008901492772460384,0.0019349819841581253,0.0011867246305810215,0.001985957126062317,0.0015218398192697047,0.001486706163386961,0.0022219301905645594,0.0016517118849269652,0.0019730790615427526,0.00028404183393389293,0.004967018199782486,0.003919942656064428,0.0013787917803568528,0.0003173746832302454,0.0004578958986417303,0.0008354600399493248,0.0017627610078225844,0.0015889143654912313,0.005398069751809453,0.0007230140889908712,0.0017572600961315576,0.0012119535565045594,0.0011707819767377767,0.0015387881556511232,0.002394437988277015,0.0008561716939902431,0.0006784515421108805,0.0008428276209654292,0.0010691483154870243,0.0009997283324879383,0.0005254901857161751,0.005453773978122078,0.0014635741616492934,0.005535549109692672,0.0011559894020327088,0.001154843113239025,0.0014397963041377082,0.0016538494409985977,0.0008253438925795442,0.0014763437690278186,0.0030830229760040254,0.0015287523638574801,0.000970693755794727,0.0014869024245424897,0.0020553494289327345,0.001459550157488776,0.0009322734194475366,0.0012892359576839457,0.0067301508330234044,0.004431116305218474,0.0007572245326081875,0.0020592244363869597,7.084920519359605e-08,117.0
2013-04-12,0.0009364427708405815,0.0024857961952026598,0.0007656859269762409,0.0015388471578595062,0.0012247556153330667,0.0019019470840321642,0.0008901029998834228,0.0010858245784399825,0.002183702392103158,0.0016893640635718687,0.0019993913241018423,0.0003048480905452622,0.0040761672152739015,0.003267627402172485,0.0013879628702724925,0.00034210287865703987,0.0004861950047689717,0.0008780411203531471,0.0017858263140160605,0.0015044736210561502,0.006117682735695351,0.0007557475723124277,0.0010045902044727509,0.0006604088174552158,0.00047892698986712334,0.001218687657406431,0.0016774921360439426,0.0008904884012796918,0.0006810517968406649,0.0008706843746300735,0.0010637492089532602,0.0010453588122087826,0.000556572114904938,0.006015908789311242,0.0012891632379516751,0.006100699314391278,0.0012052819913853999,0.0011998521680764776,0.001419266671202797,0.0015886858615853788,0.0008091160303427478,0.00145961729359588,0.003024705617961712,0.001321618476107768,6.93352682710549e-05,0.0012934973419191573,0.0014868489021718709,0.0014007778847138844,0.0006198481969989719,0.0011262317723321966,0.007087935112734492,0.003648631849724235,0.0008417353946590239,0.0020796351283850767,8.645844707180772e-08,93.0
2013-04-13,0.0009835089117126057,0.002433938300855233,0.00038756941982747567,0.0012187343859069513,0.0012474091306983008,0.0017946727277941485,0.0007656461202536977,0.0006483981683866324,0.002118942846491976,0.0017043252675380816,0.0019972661926315628,0.0003208170948899927,0.003036996105687681,0.0030568356630899865,0.0013792586360408185,0.0003648638349886199,0.0005105479412610553,0.0009123101632058581,0.001794745114939711,0.001355960575124146,0.006766034483376648,0.0007705426714383276,0.0008500378653230958,0.0005262126317620228,0.00039655162600092664,0.0008417076740446644,0.0011733048800876208,0.0009183442986586479,0.0006952093479058105,0.0008845416915067086,0.001060467680403257,0.0010807147405283782,0.0005828786275485359,0.006575104727840286,0.0011261682468988038,0.006662974427117385,0.001242186621798952,0.0012302961189821666,0.0013792093217542337,0.0015042576159217044,0.0008255260609296641,0.0014008423174252937,0.002842216764537331,0.0012315086396171016,0.0005724190752610103,0.0010178547584306571,0.0010859288285499022,0.0012855563538982859,0.0005157944307028761,0.0009061904392286893,0.007352959833750075,0.002824262341543579,0.0009303699752525527,0.0021349556024714625,9.690854690588835e-08,90.0
2013-04-14,0.0010063774093192236,0.0023098607671405095,0.00034030485643388175,0.0008417399478904269,0.001232583277226227,0.0016385013377815047,0.0003875492707456976,0.00039301536422226,0.0019846150090729042,0.0016645323382056265,0.001926780053122511,0.000336138433659261,0.00226138283760767,0.0028926338814485378,0.001367265489828809,0.00038367064073882573,0.0005242667787328931,0.0009317224545872457,0.001786481318611803,0.0012138500413677103,0.007013318284678549,0.0007826652503387863,0.0005409331870237927,0.0004367548506572505,0.0003636107410941447,0.0005783217870201848,0.0007186750538601544,0.0009322011895767299,0.0007083295542958112,0.000896595660887671,0.0010550150733469876,0.0010899927145664803,0.00060042238063443,0.007079821606948644,0.0009061393252912178,0.007169379878497972,0.0012573591841496187,0.0012253052426346063,0.0013017441123768098,0.001355763125308121,0.0008398317789117191,0.001285615486671908,0.002476738021848099,0.0011470375572780328,0.0005546821461684115,0.0007586942529011279,0.0006484604211497991,0.001117602388616662,0.0004331614243912388,0.0007289359151398389,0.006670136675435659,0.002325633704450894,0.0010161286596957406,0.00219106862327436,1.0568352528869673e-07,82.4
2013-04-15,0.0010288251368846535,0.00221022954076713,0.00022056796250343597,0.0005783439617831482,0.0012283805077421654,0.0014747998802112083,0.0003402871645571959,0.0002053637893817753,0.0018794876406669422,0.0016409036605707604,0.001877650335286498,0.00034992156668683244,0.0017273106067604155,0.0027876882889782753,0.001352365225535987,0.00040088398282191184,0.0005364217445874148,0.000944939629082639,0.0017722164554293957,0.001064254324620248,0.00773121781788777,0.0007889868074206358,0.00041729131570406724,0.0002928472691628367,0.0002462905128350762,0.0003603724895391361,0.00041260916000332437,0.0009442547884320474,0.0007153657462266594,0.0009051645897613161,0.0010454347192539737,0.0010955072633006824,0.00061430671895156,0.007640509702400378,0.0007288947992957831,0.0077300911050914856,0.0012635887723706982,0.0012295513025152548,0.0012143323439247206,0.0012136703253759068,0.0008399478897214638,0.001117653795876139,0.0021236326815462017,0.0010322859366485096,0.0003466763413552537,0.0005105410092253043,0.0003930530976607241,0.0008734535400537688,0.00031732704010719454,0.0005650287606114648,0.0063109499612139935,0.001998022774585176,0.001099561982712112,0.0022357975280770034,1.172058233626927e-07,68.4
2013-04-16,0.0010593732523804002,0.002134989722195826,0.0,0.0003603863074078534,0.0012357853011157605,0.0012775525727201018,0.0002205564955463299,0.0,0.0018041056112962292,0.0016346958053118886,0.0018512083973173648,0.00036079020462487926,0.0011031640745777227,0.003074451805772656,0.0013391271786061323,0.0004146153117064802,0.0005451115929470812,0.0009456909444555683,0.001754718966198554,0.0008896878715414572,0.008174925141092526,0.0007852236705630997,0.0001468247221921709,5.289039198767831e-05,0.0,0.00012961738097704706,0.00011249728228413663,0.0009528234539063415,0.0007161650610029296,0.0009089919328568105,0.0010431368073203218,0.0010927832155115738,0.0006207243868369405,0.008168500287179414,0.0005649968899985175,0.008258309011959009,0.0012518855016129884,0.0012441815475677208,0.0010992179667267052,0.0010640928833300922,0.0008176187471769514,0.0008734937170015097,0.0018519682670807905,0.0008654768507407942,0.0,0.00026647947021760793,0.00020538350637661767,0.0004980543590093756,0.0001406852026435909,0.00038505528149618273,0.003178357823219527,0.0015372202645428656,0.0011653220342063425,0.002242840254845814,1.2196589118870782e-07,93.1
2013-04-17,0.0010990842610097348,0.0020845919451447804,0.00038914490527392626,0.00012962235093454122,0.0012574582523238419,0.001143646331675588,0.0,0.00013813645916399553,0.0017623641980007952,0.0016496041309929932,0.0018518348767971784,0.00037649609482957175,0.000581367182605097,0.003042400393058871,0.0013257440025860878,0.0004309630685876767,0.000547719448334559,0.0009560533635191298,0.0017393975366519487,0.000808094841715172,0.008852988601506517,0.0007987597049932404,0.00036783456717617846,0.0,8.174437165373027e-06,0.0001609501377019401,0.0001056293232108152,0.000956650679353542,0.0007200143447105012,0.0009213167420852666,0.001034461163787588,0.0010757260549355482,0.0006328529921044088,0.008726424689441847,0.00038503356234010494,0.008813871023951259,0.0012544317356357887,0.0012717830106520056,0.0010222247778228985,0.0008895469598449932,0.0008097322739707424,0.0004980772684178847,0.0020940873728899564,0.0007583285031819292,0.00021445559721046392,0.00021518908775790963,0.0,0.0003310295996214324,6.373352012879752e-05,0.00035071552191037747,0.0030194140164444133,0.0010003743336365334,0.0012394847446701926,0.0022747665974982706,1.2690174108417884e-07,109.0
2013-04-18,0.0013479532178727882,0.0026891022094649823,0.0006396470912599858,0.00016095630906057257,0.0016288717938109688,0.0010654157864977004,0.0003891246742853127,0.00038528764423357426,0.002421697911830799,0.002175843245817738,0.0024943220048191817,0.0003953795942638269,0.0004190930461775294,0.0031643543161165716,0.0013215644053162987,0.00045004528781121544,0.0005606634082305079,0.000975644182984868,0.0017317073552027065,0.00078227486667308,0.009420608558810328,0.0008228767255523267,0.0005872988887686906,0.00013616363816919275,0.0002466448603862595,0.0003011407540287961,0.0002616071386298477,0.0009689751097310476,0.0007326277775559359,0.0009409614828905233,0.0010275896795176806,0.001084004917455042,0.0006505260966744586,0.009273912166333442,0.00035069573969852275,0.009359380457835687,0.0012705150763076753,0.0016264579383077626,0.0009796597805595275,0.0008079652005634,0.0008253668997106195,0.000331044826257218,0.0023319239370897943,0.0007320999491095895,0.000580481315757643,0.0002694762116646973,0.00013814972165713396,0.0002940936653478901,0.00010079600559095847,0.0003897453808054535,0.0009665589879619685,0.0008551657829656556,0.0013106081770776143,0.002330076238234842,1.329748820048937e-07,118.5
2013-04-19,0.0014122862359464416,0.0026873568616123163,0.0007893182086730413,0.0003011523007575914,0.0016780011866453226,0.0010629192126318035,0.0006396138370843713,0.0006257425761181934,0.00241209178190333,0.0022253837044346747,0.0025320239219899284,0.00041620609042444107,0.0006715344414451457,0.0031997600643292115,0.0013244006052089835,0.00047377019129944686,0.0005800133866323831,0.0010104289572475042,0.0017370922427533894,0.000786559418361879,0.009756504290326262,0.0008527528130190948,0.0009489513623788734,0.000370465339712793,0.000577273560013164,0.0004651304872585957,0.000584286326219971,0.0009886192466787777,0.0007558511752015495,0.0009652952865409972,0.0010360470355587278,0.0011076463571257841,0.0006773867568640943,0.009788326991889917,0.0003897233971029562,0.009870450250825114,0.001308631971982728,0.0016827904171972177,0.0009865779827263263,0.0007821508769387808,0.0008602000248345218,0.0002941071930116848,0.002399266276767266,0.0007672620268399516,0.0008949086951263729,0.00037125016157912166,0.000385324635732924,0.00029757818744917397,0.00021000858877529005,0.00045772560180394606,0.001069476734815708,0.0010207492112337402,0.001389450169229936,0.002381357141615262,1.4385608844424969e-07,126.6
2013-04-20,0.001459618249805561,0.0026317802280233435,0.000916932529835747,0.0004651483218941488,0.001698333149407167,0.0010463643608557976,0.000789277173347952,0.0008400754362029722,0.002347832456601683,0.002232532758145434,0.002516506316197282,0.00043865175052367616,0.0009472360690536835,0.0031189525545894867,0.0013348604981661336,0.0004966098371948363,0.0006029355600188496,0.001040965148582311,0.0017411485417251696,0.0008131387366295262,0.010357581916641045,0.0008872183197062983,0.0008809483331530324,0.0005939170481072606,0.0008555456103442466,0.0006319602372297922,0.0007398420815727322,0.0010129523023351128,0.0007847281201707815,0.0009937848416565892,0.0010545416391354867,0.001139525124344981,0.0007018564620959178,0.010332529162469295,0.0004576997836571381,0.010410830957699124,0.0013403722818504174,0.001712055875585379,0.0009832058698169624,0.0007864379745193342,0.0009030742186319704,0.00029759187539333404,0.0023911107468444007,0.0008260601996434649,0.0010480912645624146,0.000504835674547198,0.0006258026537159303,0.0003756314825177978,0.00033158209443703845,0.0005417142830580826,0.00139728726394249,0.001176227745488173,0.001453773466297291,0.0024253006719959086,1.4768854863719816e-07,119.2
2013-04-21,0.001505233590310972,0.0025706747533335954,0.0008003466067982093,0.0006319844686676901,0.0017155609033143657,0.001026006600064848,0.0009168848600569005,0.0008910438065816706,0.0022824197569526385,0.0022353167360172482,0.00249605801618912,0.0004593770489381144,0.0013312274068725538,0.0031077827718193063,0.0013359060463782116,0.0005189380009254715,0.0006287623178806503,0.001069365396114283,0.001740822714127628,0.0008134585564433319,0.010927962527666812,0.0009152850644334673,0.00085776548228058,0.0007036442725812803,0.000959446628633745,0.000690354403109418,0.0008183464131845467,0.0010414409817134027,0.000809083355940883,0.0010168513214689617,0.001065945188251767,0.001177865875428681,0.0007251745270250021,0.010874744939364911,0.000541683727505092,0.01094861656968138,0.0013688699637264615,0.0017380058629022054,0.0009763007697737164,0.0008130175024085445,0.000938669931611881,0.0003756487607423989,0.0023405271577248976,0.000861795756130844,0.000967468859596074,0.0005892054722112516,0.0008401560919167675,0.00044346351275602325,0.00040188639827624245,0.0005745544341543632,0.001877659379129995,0.0014486715546411094,0.0015229075702123673,0.0024692401282955453,1.4499440335533076e-07,127.4
2013-04-22,0.0015798889928016514,0.0026056732096190437,0.0009295364134073725,0.0006903808735720524,0.001785187999131417,0.0009978060741529168,0.0008003049981252716,0.000988581255856949,0.002326473985588589,0.0023149250623782786,0.002572596885686153,0.0004816607926434874,0.0018125662866912001,0.003168020616304744,0.0013354556240644591,0.0005405382861908836,0.0006509076365494373,0.0010946072729507636,0.0017334489073084353,0.0008368992563536279,0.011219629456943547,0.0009480650204431867,0.0008098542571441936,0.0008336541643470322,0.0010867952901928643,0.0007850990832571625,0.0008348631958481831,0.0010645067524877802,0.0008385218554809171,0.0010440872938320758,0.001073840653731152,0.0012067446612037958,0.0007467114948716755,0.011377276344921694,0.0005745220262430156,0.01144766014660481,0.0013926812853978857,0.00181255242887806,0.0009630615479316249,0.0008133399445288056,0.000981223238103568,0.0004434839111052899,0.0023810012053991844,0.0009179151213504003,0.0011045269480388573,0.0006898268292614071,0.0008911293557730265,0.0005479991757943725,0.000490103529347731,0.0006325955137905584,0.0024854177158290247,0.001802923169543516,0.0016008015430850828,0.002545072185524029,1.4797473216199286e-07,143.5
2013-04-23,0.0016302578353289653,0.0025817530228623813,0.0011831895702863332,0.0007851291865430335,0.0018243492126662902,0.001019930603259854,0.0009294880883738352,0.0011827631150961929,0.002309984288984577,0.0023493749073687717,0.0025920125055137154,0.0005071626246768851,0.002278429644570368,0.003522221015280415,0.0013533627467551684,0.0005654041883543307,0.0006760166920471364,0.0011302156089461265,0.0017345363912896691,0.0009039321250763621,0.011861823729644727,0.0009909234646960224,0.001066411140132617,0.0009613484602888286,0.0012068389565649887,0.0009573673519802303,0.0009918810368605077,0.0010917418876473309,0.0008716376368194112,0.0010812068971209135,0.0010938659736253534,0.0012423028862777671,0.0007745683361547323,0.011920380581122991,0.0006325598320550893,0.011986196970266594,0.0014314569685576276,0.0018587114177197155,0.0009831836316718662,0.0008367808625510606,0.0010283590047513516,0.0005480243825549402,0.0024992278132571766,0.0009857726244979076,0.001209336074495096,0.0008294634547668725,0.0009886761696270632,0.0007224575823317064,0.0005834049506805716,0.0007417259037195423,0.0029675581690936925,0.0021190223071884673,0.0016861704830026664,0.002600562984526822,1.4697944487190862e-07,154.2
